image_file_path,image_id,image_class,annotation_file_path,annotation_id,annotation_class,annotation_breed,label
Images/n02093647-Bedlington_terrier/n02093647_2321.jpg,n02093647_2321,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2321,n02093647_2321,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2326.jpg,n02093647_2326,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2326,n02093647_2326,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2335.jpg,n02093647_2335,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2335,n02093647_2335,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2343.jpg,n02093647_2343,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2343,n02093647_2343,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2349.jpg,n02093647_2349,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2349,n02093647_2349,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2354.jpg,n02093647_2354,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2354,n02093647_2354,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2376.jpg,n02093647_2376,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2376,n02093647_2376,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2388.jpg,n02093647_2388,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2388,n02093647_2388,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_239.jpg,n02093647_239,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_239,n02093647_239,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_24.jpg,n02093647_24,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_24,n02093647_24,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2409.jpg,n02093647_2409,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2409,n02093647_2409,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2420.jpg,n02093647_2420,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2420,n02093647_2420,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2427.jpg,n02093647_2427,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2427,n02093647_2427,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2433.jpg,n02093647_2433,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2433,n02093647_2433,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2477.jpg,n02093647_2477,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2477,n02093647_2477,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2488.jpg,n02093647_2488,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2488,n02093647_2488,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_252.jpg,n02093647_252,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_252,n02093647_252,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2531.jpg,n02093647_2531,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2531,n02093647_2531,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_254.jpg,n02093647_254,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_254,n02093647_254,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2585.jpg,n02093647_2585,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2585,n02093647_2585,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2616.jpg,n02093647_2616,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2616,n02093647_2616,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2626.jpg,n02093647_2626,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2626,n02093647_2626,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2633.jpg,n02093647_2633,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2633,n02093647_2633,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2640.jpg,n02093647_2640,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2640,n02093647_2640,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2665.jpg,n02093647_2665,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2665,n02093647_2665,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2673.jpg,n02093647_2673,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2673,n02093647_2673,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2687.jpg,n02093647_2687,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2687,n02093647_2687,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2698.jpg,n02093647_2698,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2698,n02093647_2698,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2706.jpg,n02093647_2706,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2706,n02093647_2706,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_271.jpg,n02093647_271,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_271,n02093647_271,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2743.jpg,n02093647_2743,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2743,n02093647_2743,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2747.jpg,n02093647_2747,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2747,n02093647_2747,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2756.jpg,n02093647_2756,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2756,n02093647_2756,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2763.jpg,n02093647_2763,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2763,n02093647_2763,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2779.jpg,n02093647_2779,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2779,n02093647_2779,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_28.jpg,n02093647_28,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_28,n02093647_28,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2822.jpg,n02093647_2822,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2822,n02093647_2822,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_289.jpg,n02093647_289,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_289,n02093647_289,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2909.jpg,n02093647_2909,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2909,n02093647_2909,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_291.jpg,n02093647_291,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_291,n02093647_291,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2932.jpg,n02093647_2932,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2932,n02093647_2932,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2941.jpg,n02093647_2941,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2941,n02093647_2941,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_2951.jpg,n02093647_2951,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_2951,n02093647_2951,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3015.jpg,n02093647_3015,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3015,n02093647_3015,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3049.jpg,n02093647_3049,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3049,n02093647_3049,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3058.jpg,n02093647_3058,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3058,n02093647_3058,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3079.jpg,n02093647_3079,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3079,n02093647_3079,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3114.jpg,n02093647_3114,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3114,n02093647_3114,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3129.jpg,n02093647_3129,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3129,n02093647_3129,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3150.jpg,n02093647_3150,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3150,n02093647_3150,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3154.jpg,n02093647_3154,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3154,n02093647_3154,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_316.jpg,n02093647_316,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_316,n02093647_316,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3166.jpg,n02093647_3166,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3166,n02093647_3166,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3169.jpg,n02093647_3169,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3169,n02093647_3169,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3192.jpg,n02093647_3192,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3192,n02093647_3192,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3209.jpg,n02093647_3209,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3209,n02093647_3209,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3215.jpg,n02093647_3215,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3215,n02093647_3215,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3219.jpg,n02093647_3219,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3219,n02093647_3219,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_322.jpg,n02093647_322,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_322,n02093647_322,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3232.jpg,n02093647_3232,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3232,n02093647_3232,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3235.jpg,n02093647_3235,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3235,n02093647_3235,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3277.jpg,n02093647_3277,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3277,n02093647_3277,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3291.jpg,n02093647_3291,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3291,n02093647_3291,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3335.jpg,n02093647_3335,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3335,n02093647_3335,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3338.jpg,n02093647_3338,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3338,n02093647_3338,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3356.jpg,n02093647_3356,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3356,n02093647_3356,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3414.jpg,n02093647_3414,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3414,n02093647_3414,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3453.jpg,n02093647_3453,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3453,n02093647_3453,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3464.jpg,n02093647_3464,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3464,n02093647_3464,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3473.jpg,n02093647_3473,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3473,n02093647_3473,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3515.jpg,n02093647_3515,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3515,n02093647_3515,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3543.jpg,n02093647_3543,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3543,n02093647_3543,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_356.jpg,n02093647_356,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_356,n02093647_356,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3582.jpg,n02093647_3582,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3582,n02093647_3582,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3594.jpg,n02093647_3594,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3594,n02093647_3594,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_3607.jpg,n02093647_3607,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_3607,n02093647_3607,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_490.jpg,n02093647_490,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_490,n02093647_490,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_502.jpg,n02093647_502,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_502,n02093647_502,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_518.jpg,n02093647_518,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_518,n02093647_518,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_524.jpg,n02093647_524,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_524,n02093647_524,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_529.jpg,n02093647_529,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_529,n02093647_529,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_534.jpg,n02093647_534,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_534,n02093647_534,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_541.jpg,n02093647_541,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_541,n02093647_541,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_55.jpg,n02093647_55,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_55,n02093647_55,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_562.jpg,n02093647_562,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_562,n02093647_562,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_577.jpg,n02093647_577,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_577,n02093647_577,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_599.jpg,n02093647_599,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_599,n02093647_599,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_630.jpg,n02093647_630,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_630,n02093647_630,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_642.jpg,n02093647_642,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_642,n02093647_642,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_645.jpg,n02093647_645,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_645,n02093647_645,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_65.jpg,n02093647_65,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_65,n02093647_65,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_655.jpg,n02093647_655,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_655,n02093647_655,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_665.jpg,n02093647_665,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_665,n02093647_665,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_680.jpg,n02093647_680,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_680,n02093647_680,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_684.jpg,n02093647_684,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_684,n02093647_684,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_721.jpg,n02093647_721,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_721,n02093647_721,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_722.jpg,n02093647_722,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_722,n02093647_722,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_768.jpg,n02093647_768,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_768,n02093647_768,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_79.jpg,n02093647_79,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_79,n02093647_79,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_904.jpg,n02093647_904,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_904,n02093647_904,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_930.jpg,n02093647_930,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_930,n02093647_930,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_933.jpg,n02093647_933,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_933,n02093647_933,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_981.jpg,n02093647_981,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_981,n02093647_981,n02093647,Bedlington_terrier,30
Images/n02093647-Bedlington_terrier/n02093647_99.jpg,n02093647_99,n02093647,Annotation/n02093647-Bedlington_terrier/n02093647_99,n02093647_99,n02093647,Bedlington_terrier,30
Images/n02093754-Border_terrier/n02093754_1062.jpg,n02093754_1062,n02093754,Annotation/n02093754-Border_terrier/n02093754_1062,n02093754_1062,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1100.jpg,n02093754_1100,n02093754,Annotation/n02093754-Border_terrier/n02093754_1100,n02093754_1100,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1102.jpg,n02093754_1102,n02093754,Annotation/n02093754-Border_terrier/n02093754_1102,n02093754_1102,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1111.jpg,n02093754_1111,n02093754,Annotation/n02093754-Border_terrier/n02093754_1111,n02093754_1111,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1148.jpg,n02093754_1148,n02093754,Annotation/n02093754-Border_terrier/n02093754_1148,n02093754_1148,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_115.jpg,n02093754_115,n02093754,Annotation/n02093754-Border_terrier/n02093754_115,n02093754_115,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_123.jpg,n02093754_123,n02093754,Annotation/n02093754-Border_terrier/n02093754_123,n02093754_123,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1247.jpg,n02093754_1247,n02093754,Annotation/n02093754-Border_terrier/n02093754_1247,n02093754_1247,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1256.jpg,n02093754_1256,n02093754,Annotation/n02093754-Border_terrier/n02093754_1256,n02093754_1256,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1283.jpg,n02093754_1283,n02093754,Annotation/n02093754-Border_terrier/n02093754_1283,n02093754_1283,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1310.jpg,n02093754_1310,n02093754,Annotation/n02093754-Border_terrier/n02093754_1310,n02093754_1310,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1329.jpg,n02093754_1329,n02093754,Annotation/n02093754-Border_terrier/n02093754_1329,n02093754_1329,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1422.jpg,n02093754_1422,n02093754,Annotation/n02093754-Border_terrier/n02093754_1422,n02093754_1422,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1460.jpg,n02093754_1460,n02093754,Annotation/n02093754-Border_terrier/n02093754_1460,n02093754_1460,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1464.jpg,n02093754_1464,n02093754,Annotation/n02093754-Border_terrier/n02093754_1464,n02093754_1464,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1536.jpg,n02093754_1536,n02093754,Annotation/n02093754-Border_terrier/n02093754_1536,n02093754_1536,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1557.jpg,n02093754_1557,n02093754,Annotation/n02093754-Border_terrier/n02093754_1557,n02093754_1557,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1652.jpg,n02093754_1652,n02093754,Annotation/n02093754-Border_terrier/n02093754_1652,n02093754_1652,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1722.jpg,n02093754_1722,n02093754,Annotation/n02093754-Border_terrier/n02093754_1722,n02093754_1722,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_175.jpg,n02093754_175,n02093754,Annotation/n02093754-Border_terrier/n02093754_175,n02093754_175,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_180.jpg,n02093754_180,n02093754,Annotation/n02093754-Border_terrier/n02093754_180,n02093754_180,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1833.jpg,n02093754_1833,n02093754,Annotation/n02093754-Border_terrier/n02093754_1833,n02093754_1833,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1845.jpg,n02093754_1845,n02093754,Annotation/n02093754-Border_terrier/n02093754_1845,n02093754_1845,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_186.jpg,n02093754_186,n02093754,Annotation/n02093754-Border_terrier/n02093754_186,n02093754_186,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1861.jpg,n02093754_1861,n02093754,Annotation/n02093754-Border_terrier/n02093754_1861,n02093754_1861,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1895.jpg,n02093754_1895,n02093754,Annotation/n02093754-Border_terrier/n02093754_1895,n02093754_1895,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_1954.jpg,n02093754_1954,n02093754,Annotation/n02093754-Border_terrier/n02093754_1954,n02093754_1954,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2123.jpg,n02093754_2123,n02093754,Annotation/n02093754-Border_terrier/n02093754_2123,n02093754_2123,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_218.jpg,n02093754_218,n02093754,Annotation/n02093754-Border_terrier/n02093754_218,n02093754_218,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2189.jpg,n02093754_2189,n02093754,Annotation/n02093754-Border_terrier/n02093754_2189,n02093754_2189,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2207.jpg,n02093754_2207,n02093754,Annotation/n02093754-Border_terrier/n02093754_2207,n02093754_2207,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2276.jpg,n02093754_2276,n02093754,Annotation/n02093754-Border_terrier/n02093754_2276,n02093754_2276,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2281.jpg,n02093754_2281,n02093754,Annotation/n02093754-Border_terrier/n02093754_2281,n02093754_2281,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_234.jpg,n02093754_234,n02093754,Annotation/n02093754-Border_terrier/n02093754_234,n02093754_234,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2425.jpg,n02093754_2425,n02093754,Annotation/n02093754-Border_terrier/n02093754_2425,n02093754_2425,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2453.jpg,n02093754_2453,n02093754,Annotation/n02093754-Border_terrier/n02093754_2453,n02093754_2453,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2457.jpg,n02093754_2457,n02093754,Annotation/n02093754-Border_terrier/n02093754_2457,n02093754_2457,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2687.jpg,n02093754_2687,n02093754,Annotation/n02093754-Border_terrier/n02093754_2687,n02093754_2687,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2742.jpg,n02093754_2742,n02093754,Annotation/n02093754-Border_terrier/n02093754_2742,n02093754_2742,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2799.jpg,n02093754_2799,n02093754,Annotation/n02093754-Border_terrier/n02093754_2799,n02093754_2799,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2801.jpg,n02093754_2801,n02093754,Annotation/n02093754-Border_terrier/n02093754_2801,n02093754_2801,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2847.jpg,n02093754_2847,n02093754,Annotation/n02093754-Border_terrier/n02093754_2847,n02093754_2847,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2887.jpg,n02093754_2887,n02093754,Annotation/n02093754-Border_terrier/n02093754_2887,n02093754_2887,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_2959.jpg,n02093754_2959,n02093754,Annotation/n02093754-Border_terrier/n02093754_2959,n02093754_2959,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_3113.jpg,n02093754_3113,n02093754,Annotation/n02093754-Border_terrier/n02093754_3113,n02093754_3113,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_3152.jpg,n02093754_3152,n02093754,Annotation/n02093754-Border_terrier/n02093754_3152,n02093754_3152,n02093754,Border_terrier,31
Images/n02093754-Border_terrier/n02093754_3176.jpg,n02093754_3176,n02093754,Annotation/n02093754-Border_terrier/n02093754_3176,n02093754_3176,n02093754,Border_terrier,31
